공원명,공원구분,소재지지번주소,위도,경도,공원면적,데이터기준일자
천사,어린이공원,서울특별시 강서구 화곡동 1139-1,37.5468298505,126.833001,2395.2,2025-04-02
두레,어린이공원,서울특별시 강서구 화곡동 792-9,37.531104,126.859414,986.1,2025-04-02
달빛,어린이공원,서울특별시 강서구 화곡동783-1,37.531248,126.862932,976.2,2025-04-02
무지개,어린이공원,서울특별시 강서구 화곡동806-10,37.533937,126.861301,976.2,2025-04-02
능골,어린이공원,서울특별시 강서구 화곡동468-1,37.536752,126.855316,997.2,2025-04-02
종달새,어린이공원,서울특별시 강서구 화곡동819-5,37.535302,126.858021,991.4,2025-04-02
화곡2주구1,어린이공원,서울특별시 강서구 화곡동1159-2,37.550201,126.838658,2438.3,2025-04-02
화곡2주구2,어린이공원,서울특별시 강서구 화곡동1159-3,37.548723,126.8387004014,2438.2,2025-04-02
범바위,어린이공원,서울특별시 강서구 화곡동1061-36,37.543234,126.841377,973.6,2025-04-02
개나리,어린이공원,서울특별시 강서구 화곡동75-3,37.548372,126.844024,285.0,2025-04-02
화곡3주구1,어린이공원,서울특별시 강서구 화곡동1165-2,37.5461395311,126.836964,4504.2,2025-04-02
화곡3주구2,어린이공원,서울특별시 강서구 화곡동1165-6,37.545177,126.840547,3466.8,2025-04-02
역말,어린이공원,서울특별시 강서구 화곡동978-18,37.549726,126.848944,982.1,2025-04-02
새말,어린이공원,서울특별시 강서구 화곡동994-5,37.552035,126.846474,969.6,2025-04-02
연지,어린이공원,서울특별시 강서구 화곡동1109,37.554707,126.853537,629.1,2025-04-02
백연,어린이공원,서울특별시 강서구 화곡동980-2,37.550667,126.851903,1107.4,2025-04-02
솔뫼,어린이공원,서울특별시 강서구 화곡동379-32,37.538112,126.838674,1981.5,2025-04-02
월정,어린이공원,서울특별시 강서구 화곡동372-26,37.535153,126.836008,1181.5,2025-04-02
초롱,어린이공원,서울특별시 강서구 화곡동1088-16,37.5381002197,126.836229,946.0,2025-04-02
은행,어린이공원,서울특별시 강서구 화곡동369-11,37.535821,126.840511,1123.6,2025-04-02
까치산,어린이공원,서울특별시 강서구 화곡동354-14,37.533488,126.841904,1163.6,2025-04-02
배다리,어린이공원,서울특별시 강서구 화곡동341-24,37.532144,126.848303,1630.1,2025-04-02
안골,어린이공원,서울특별시 강서구 화곡동155-1,37.535964,126.850746,2381.8,2025-04-02
대무,어린이공원,서울특별시 강서구 화곡동409-84,37.538002,126.847506,946.0,2025-04-02
모태,어린이공원,서울특별시 강서구 화곡동892-17,37.529543,126.849512,1003.4,2025-04-02
더부리,어린이공원,서울특별시 강서구 화곡동339-19,37.534902,126.846751,1263.7,2025-04-02
나들이,어린이공원,서울특별시 강서구 가양동 1459-1,37.571854,126.844243,1500.0,2025-04-02
아름,어린이공원,서울특별시 강서구 가양동 1465,37.568594,126.848864,1956.0,2025-04-02
꽃동네,어린이공원,서울특별시 강서구 가양동 1461-1,37.570095,126.847132,1510.0,2025-04-02
가양,어린이공원,서울특별시 강서구 가양동 1462-2,37.569758,126.844804,1500.0,2025-04-02
엄지,어린이공원,서울특별시 강서구 가양동 1474-1,37.5658099515,126.854721,1511.6,2025-04-02
무지개,어린이공원,서울특별시 강서구 가양동 1478-1,37.565086,126.851657,1500.0,2025-04-02
풀피리,어린이공원,서울특별시 강서구 가양동 1481-1,37.563578,126.8545999,1562.0,2025-04-02
곰돌이,어린이공원,서울특별시 강서구 가양동 1482-1,37.562311,126.857433,1612.3,2025-04-02
비둘기,어린이공원,서울특별시 강서구 가양동 1489-1,37.559504,126.862944,1622.8,2025-04-02
진달래,어린이공원,서울특별시 강서구 가양동 1486-1,37.562375,126.860979,1500.0,2025-04-02
발음,어린이공원,서울특별시 강서구 내발산동 697,37.552042,126.833204,913.6,2025-04-02
광명,어린이공원,서울특별시 강서구 내발산동 221-1,37.546857,126.822944,1739.0,2025-04-02
수정,어린이공원,서울특별시 강서구 내발산동 741-2,37.554043,126.828743,4000.3,2025-04-02
은행나무,어린이공원,서울특별시 강서구 내발산동 753-1,37.552158,126.823201,1764.4,2025-04-02
신광명,어린이공원,서울특별시 강서구 내발산동 761,37.547313,126.823007,8596.6,2025-04-02
원당,어린이공원,서울특별시 강서구 내발산동 650,37.557413,126.842084,992.0,2025-04-02
가곡,어린이공원,서울특별시 강서구 내발산동 657-2,37.555964,126.837765,2747.9,2025-04-02
꿈빛,어린이공원,서울특별시 강서구 내발산동 657-3,37.556117,126.840003,1500.0,2025-04-02
활주로,어린이공원,서울특별시 강서구 공항동1341,37.554212,126.815978,2116.4,2025-04-02
다솔,어린이공원,서울특별시 강서구 공항동1361,37.554428,126.818292,2492.7,2025-04-02
장미,어린이공원,서울특별시 강서구 공항동668,37.556809,126.8139434,1661.5,2025-04-02
송정,어린이공원,서울특별시 강서구 공항동42-11,37.560635,126.811276,397.0,2025-04-02
쌈지,어린이공원,서울특별시 강서구 방화동 266-24,37.571268,126.814976,3973.0,2025-04-02
개나리,어린이공원,서울특별시 강서구 방화동 569-14,37.573113,126.812217,252.0,2025-04-02
긴등,어린이공원,서울특별시 강서구 방화동 247-201,37.5680196511,126.816194,253.0,2025-04-02
문성,어린이공원,서울특별시 강서구 방화동 608-112,37.564839,126.815435,254.0,2025-04-02
새싹,어린이공원,서울특별시 강서구 방화동 448-5,37.574806,126.812748,334.0,2025-04-02
도레미,어린이공원,서울특별시 강서구 방화동 184-66,37.571792,126.819136,6649.0,2025-04-02
