공원명,공원구분,소재지지번주소,위도,경도,공원면적,데이터기준일자
대조동동청사옆마을마당,기타공원,서울특별시 은평구 대조동 214-8,37.6140950189,126.9205228107,130.3,2025-07-29
연천초교앞마을마당,기타공원,서울특별시 은평구 불광동2 137-5,37.605192,126.923387,347.0,2025-07-29
구산동마을공원,기타공원,서울특별시 은평구 구산동 340-1,37.61452363,126.9084083,2811.0,2025-07-29
도원극장옆마을마당,기타공원,서울특별시 은평구 녹번동 74-5,37.60153016,126.9299051,48.8,2025-07-29
응암동3동마을마당,기타공원,서울특별시 은평구 응암동3동 337-52,37.605954,126.927616,518.0,2025-07-29
구현초교 앞마을마당,기타공원,서울특별시 은평구 구산동 산41-19,37.60939358,126.9065788,541.0,2025-07-29
녹번동마을마당,기타공원,서울특별시 은평구 녹번동 104-7,37.60609317,126.9276124,754.0,2025-07-29
연신초교옆마을마당,기타공원,서울특별시 은평구 불광동3동 69,37.610501,126.918888,711.0,2025-07-29
구산동청사앞소공원,기타공원,서울특별시 은평구 구산동 27-7,37.61147972,126.9102565,335.9,2025-07-29
구산동마을공원확대,기타공원,서울특별시 은평구 구산동 345-6,37.61489305,126.90778,157.0,2025-07-29
구산초교앞마을마당,기타공원,서울특별시 은평구 구산동 153-2,37.61180436,126.9100287,135.0,2025-07-29
팜스퀘어 소공원,기타공원,서울특별시 은평구 대조동 240-3,37.60909022,126.9293777,268.8,2025-07-29
신사동2동 공공공지,기타공원,서울특별시 은평구 신사동2동 163-51,37.593894,126.908112,1848.0,2025-07-29
오손길마을마당,기타공원,서울특별시 은평구 응암동 365-30,37.59187252,126.9182665,139.0,2025-07-29
평화공원,기타공원,서울특별시 은평구 녹번동 153-1,37.60514883,126.9230105,5700.1,2025-07-29
물빛공원,기타공원,서울특별시 은평구 갈현동 397,37.618962,126.9211621,2051.0,2025-07-29
