housing_id,housing_name,park_id,park_name,park_type,straight_m,walk_m,walk_sec,status
318,휘경마을 두레주택,936,휘경마당,소공원,559,874,696,ok
330,청량리역 해링턴플레이스,941,푸르미르,기타(가로공원),100,192,170,ok
336,장안동 하트리움,905,미나리,어린이공원,241,290,223,ok
339,이문 아이파크 자이,934,휘경,어린이공원,712,1269,949,ok
324,휘경해모로프레스티지(휘경1),936,휘경마당,소공원,169,217,176,ok
335,래미안라그란데(이문1구역),908,천장,어린이공원,660,962,729,ok
295,이문현대(이문1),1025,배  꽃,어린이공원,429,840,697,ok
304,답십리대림(답십리10),915,장일,어린이공원,175,272,233,ok
319,동대문롯데캐슬노블레스(전농11구역),932,샛말,어린이공원,91,93,77,ok
301,답십리대우(답십리11),939,용두6구역 대체공원,소공원,346,409,384,ok
309,래미안용두1차(용두1),914,용머리,어린이공원,404,588,482,ok
322,답십리파크자이아파트(답십리14구역),917,동산,어린이공원,126,168,131,ok
316,래미안위브(답십리16),940,간데메,근린공원,294,470,392,ok
320,래미안미드카운티(답십리18구역),939,용두6구역 대체공원,소공원,291,454,422,ok
326,역세권 공공(휘경동 192-1외 2필지),936,휘경마당,소공원,74,95,73,ok
307,용두두산위브(용두2),914,용머리,어린이공원,136,187,192,ok
311,휘경센트레빌(휘경2),934,휘경,어린이공원,293,499,400,ok
298,제기한신(제기2),909,홍릉,근린공원,349,936,733,ok
328,써밋카운티(답십리동 243-6),939,용두6구역 대체공원,소공원,152,215,218,ok
337,휘경자이디센시아(휘경3구역),936,휘경마당,소공원,79,530,419,ok
305,이문대림(이문3),1204,도란도란,소공원,231,273,228,ok
331,하트리움(동대문구 휘경동 380),936,휘경마당,소공원,330,435,363,ok
317,용두롯데캐슬리치(용두4구역),931,솔바람,소공원,47,69,55,ok
303,이문중앙하이츠빌(이문4),934,휘경,어린이공원,467,681,545,ok
314,브라운스톤휘경(휘경4),929,내길,소공원,50,97,80,ok
291,청량리한신(청량리4),909,홍릉,근린공원,430,832,630,ok
302,홍릉동부(청량리5),909,홍릉,근린공원,488,703,568,ok
297,전농삼성(전농5),927,아름드리,어린이공원,445,754,568,ok
329,래미안엘리니티(용두6),918,용두희망,어린이공원,38,171,127,ok
310,래미안아름숲(전농6),927,아름드리,어린이공원,102,98,99,ok
292,전농동아(답십리6-4),925,꿈동산,어린이공원,225,327,298,ok
294,답십리청솔우성(답십리7),910,답십리,근린공원,289,588,438,ok
315,래미안크레시티(전농7),932,샛말,어린이공원,224,354,301,ok
293,답십리동아(답십리8),913,이슬,어린이공원,243,413,345,ok
299,답십리두산(답십리9),939,용두6구역 대체공원,소공원,297,383,295,ok
820,e편한세상답십리아르테포레(답십리17),902,쉼터,어린이공원,243,262,202,ok
327,e편한세상 청계센트럴포레(용두5),937,용두5구역,어린이공원,164,365,278,ok
296,전농SK(전농4),927,아름드리,어린이공원,348,438,383,ok
323,휘경SK VIEW(휘경2구역),934,휘경,어린이공원,257,353,269,ok
332,청량리역 롯데캐슬 SKY-L65,941,푸르미르,기타(가로공원),204,319,299,ok
433,동원베네스트,381,홍은6구역2,소공원,106,222,174,ok
445,래미안루센티아,385,가좌,어린이공원,193,313,254,ok
436,홍제금호어울림,406,상암곡,어린이공원,269,564,482,ok
441,연희파크푸르지오,413,연희1구역(연희파크푸르지오),어린이공원,280,312,229,ok
454,힐스테이트홍은포레스트,1111,백련산숲속소공원,소공원,153,384,294,ok
432,돈의문센트레빌(서대문센트레빌),368,기차길옆,소공원,674,1307,1026,ok
446,어바니엘 위드 더 스타일 충정로,368,기차길옆,소공원,309,424,371,ok
428,냉천동부(냉천),1231,솔빛공원,소공원,525,771,649,ok
452,서대문푸르지오센트럴파크(홍제1),421,홍은2구역(힐스테이트홍은포레스트),어린이공원,267,322,255,ok
429,가재울아이파크(가재울뉴타운1),361,중앙,근린공원,228,294,274,ok
420,홍제유원(홍제1),363,홍제,근린공원,102,121,100,ok
431,홍은센트레빌(홍은10),1091,백  련,근린공원,327,550,481,ok
447,힐스테이트 신촌(북아현1-1),397,명수,어린이공원,350,677,537,ok
451,아뜰리에모켄(창천동 112-23),365,독립문,문화공원,238,309,228,ok
439,북한산더샵(홍은12),409,실락,어린이공원,196,564,466,ok
435,북아현1-2구역(아현역푸르지오),404,북성,어린이공원,164,481,365,ok
455,서대문센트럴아이파크(홍은13),380,홍은6구역1,소공원,272,341,249,ok
448,연희동 136-21 행복주택(빈집정비),388,궁뜰,어린이공원,278,485,417,ok
443,북한산 두산위브(홍은14구역),381,홍은6구역2,소공원,54,145,112,ok
440,홍제센트럴아이파크아파트(홍제2구역),422,홍제1구역(푸르지오센트럴파크),어린이공원,38,258,201,ok
422,북가좌삼호(북가좌2),361,중앙,근린공원,162,222,203,ok
449,북한산 두산위브2차(홍은6),381,홍은6구역2,소공원,49,39,32,ok
453,스타타워(서대문구 남가좌동 269-1),398,모래내,어린이공원,178,208,206,ok
424,홍제원현대(홍제3),382,홍제2구역,소공원,251,282,236,ok
450,홍제역 해링턴 플레이스(홍제3구역),383,홍제제3구역 소공원,소공원,169,388,278,ok
425,독립문극동(현저4),358,독립,근린공원,250,709,616,ok
423,인왕산현대(홍제4),372,아름다운,소공원,270,452,406,ok
421,홍은벽산(홍은5-3),400,문화촌,어린이공원,174,353,309,ok
426,남가좌현대(남가좌6),385,가좌,어린이공원,35,101,79,ok
444,DMC에코자이,386,갈매연,어린이공원,101,339,267,ok
442,DMC센트럴아이파크,391,남가좌동,어린이공원,164,326,276,ok
430,DMC센트레빌(가재울뉴타운2),361,중앙,근린공원,242,270,250,ok
437,DMC파크뷰자이(가재울4),384,가재울,어린이공원,180,439,366,ok
427,DMC래미안클라시스(남가좌7),386,갈매연,어린이공원,0,0,0,ok
456,DMC가재울아이파크(가재울8),375,하늘,소공원,131,217,156,ok
434,DMC래미안e편한세상(가재울뉴타운3),390,나비울,어린이공원,151,496,395,ok
438,e편한세상신촌아파트(북아현1-3구역),404,북성,어린이공원,57,250,196,ok
683,준타워,964,영등포근린공원,근린공원,430,587,465,ok
661,신기목련,948,메낙골근린공원,근린공원,191,408,396,ok
682,한화포레나당산,947,당산근린공원,근린공원,352,440,349,ok
671,문래동모아미래도,980,꿈모아소공원,소공원,88,127,106,ok
685,소미더클래스한강,974,당산역소공원,소공원,265,366,327,ok
665,태승훼밀리아파트,953,양남어린이공원,어린이공원,385,506,428,ok
662,양평상록수(임대),953,양남어린이공원,어린이공원,429,548,458,ok
675,상아현대(당산센트럴아이파크),988,당찬어린이공원,어린이공원,119,191,154,ok
686,비스타 동원,968,꿈에그린어린이공원,어린이공원,361,503,434,ok
668,보라매 신동아 파밀리에,975,원두막소공원,소공원,222,303,255,ok
667,래미안프레비뉴(신길11),968,꿈에그린어린이공원,어린이공원,228,389,329,ok
674,신길12(신길센트럴자이),968,꿈에그린어린이공원,어린이공원,94,128,101,ok
679,신길역봉주르오피스텔(영등포동1가 31-3),964,영등포근린공원,근린공원,319,560,475,ok
670,영등포1-4구역(아크로타워스퀘어),984,아크로타워 역사공원,역사공원,168,373,273,ok
672,신길14구역(신길센트럴아이파크),973,옹기종기소공원,소공원,224,348,252,ok
666,영등포아트자이(도림16),976,도리미소공원,소공원,205,384,295,ok
663,신길삼성(신길2-3),948,메낙골근린공원,근린공원,137,338,278,ok
684,리오파크(영등포동2가 300-1),967,중마루근린공원,근린공원,190,255,196,ok
680,브라보(도림동 250-20),962,신우어린이공원,어린이공원,277,426,406,ok
681,더샵 파크프레스티지(신길3),948,메낙골근린공원,근린공원,162,500,360,ok
676,대림3(e편한세상영등포아델포레),989,도토리어린이공원,어린이공원,183,357,282,ok
673,신길5(보라매SK-VIEW),985,정담소공원,소공원,6,6,4,ok
669,신길7구역(래미안에스티움),990,소예소공원,소공원,248,382,327,ok
678,신길파크자이(신길8구역),990,소예소공원,소공원,91,209,167,ok
677,힐스테이트 클래시안(신길9),991,라온소공원,소공원,84,181,146,ok
687,신길 AK 푸르지오,983,아기자기소공원,소공원,348,576,480,ok
664,당산SH-VILLE,978,이음소공원,소공원,339,480,410,ok
784,만리동예술인협동조합,1630,손기정체육공원,체육공원,289,420,335,ok
780,중림삼성(충정삼성),1630,손기정체육공원,체육공원,130,690,554,ok
778,하왕한진그랑빌(하왕1-2),1628,신당제11구역2(가칭),소공원,68,600,479,ok
786,동대문역사문화공원역 166 tower,1604,쌍림어린이공원,어린이공원,117,186,170,ok
785,서울역센트럴자이(만리2구역),1630,손기정체육공원,체육공원,126,244,216,ok
776,약수하이츠동아(신당4),1607,청구어린이공원,어린이공원,230,391,323,ok
777,신당삼성(신당5),1613,동화어린이공원,어린이공원,220,427,370,ok
782,래미안신당하이베르(신당6),1612,꿈누리어린이공원,어린이공원,65,253,198,ok
783,청구e-편한세상(신당7),1613,동화어린이공원,어린이공원,243,310,258,ok
85,천호역 효성해링턴타워,1750,풍납타이어,기타,125,251,223,ok
262,상계마들,1580,대창,어린이공원,496,1216,1041,ok
264,온수연립주택,1588,갈대밭,어린이공원,220,727,587,ok
270,중계센트럴파크,1580,대창,어린이공원,659,1303,1089,ok
269,중계한화꿈에그린,1547,불암산<시공원>,기타,765,994,832,ok
271,수락리버타운(행복주택),1598,서울창포원,기타,532,801,663,ok
280,광운대역 현대프라힐스,1548,영축산<시공원>,근린공원,721,898,674,ok
251,월계사슴1,1548,영축산<시공원>,근린공원,212,587,522,ok
254,월계청백1,1570,창골,어린이공원,856,1445,1079,ok
250,공릉1,1548,영축산<시공원>,근린공원,1094,1805,1501,ok
824,"상계,장암1단지(수락산리버시티1단지)",1598,서울창포원,기타,464,1257,998,ok
257,양지대림1(중계4-1),1547,불암산<시공원>,기타,928,1524,1238,ok
274,월계센트럴아이파크(월계2),1548,영축산<시공원>,근린공원,200,288,332,ok
252,월계사슴2,1548,영축산<시공원>,근린공원,576,801,684,ok
825,"상계,장암2단지(수락산리버시티2단지)",1598,서울창포원,기타,577,1227,996,ok
256,양지대림2(중계4-2),1547,불암산<시공원>,기타,741,1111,922,ok
255,상계은빛3,1588,갈대밭,어린이공원,848,1250,977,ok
249,중계3,1547,불암산<시공원>,기타,1408,2157,1698,ok
260,상계동아불암(상계3-1),1547,불암산<시공원>,기타,1270,1688,1327,ok
261,상계불암현대(상계3-2),1547,불암산<시공원>,기타,1477,2010,1592,ok
265,"상계,장암3단지(수락산리버시티3단지)",1598,서울창포원,기타,606,951,834,ok
273,노원센트럴푸르지오(상계4),1547,불암산<시공원>,기타,1197,1569,1307,ok
272,녹천역 두산위브(월계4구역),1549,초안산<시공원>,근린공원,294,367,288,ok
248,중계4,1580,대창,어린이공원,1456,2098,1755,ok
266,"상계,장암4단지(수락산리버시티4단지)",1598,서울창포원,기타,621,936,798,ok
247,하계5,1548,영축산<시공원>,근린공원,960,1110,991,ok
278,노원 롯데캐슬시그니처(상계6),1547,불암산<시공원>,기타,1297,1781,1402,ok
259,상계불암대림(상계7),1547,불암산<시공원>,기타,1068,1535,1215,ok
275,포레나노원(상계8),1577,효자,어린이공원,1232,1977,1639,ok
253,학여울청구A(하계2),1549,초안산<시공원>,근린공원,963,1768,1447,ok
263,학여울청구B(하계2B),1548,영축산<시공원>,근린공원,774,1023,934,ok
282,도봉서광,1588,갈대밭,어린이공원,171,219,156,ok
281,도봉서원,1560,금성윗들,어린이공원,293,523,442,ok
288,초행지붕-창동,1576,물방울,어린이공원,228,368,312,ok
283,북한산코오롱하늘채(쌍문1),1590,쌍문1구역,소공원,3,67,55,ok
287,인히어쌍문(쌍문동 103-6외 1필지),1572,다람쥐,어린이공원,217,435,379,ok
286,창업지원주택(창동)_서울리츠2호,1577,효자,어린이공원,251,269,254,ok
284,방학동 393-16 두레주택(현물출자),1563,샘말,어린이공원,316,480,395,ok
285,방학동 394-11 두레주택(현물출자),1563,샘말,어린이공원,162,192,174,ok
290,초행지붕 쌍문(460-45),1553,꽃동네,어린이공원,242,268,205,ok
531,신금호파크자이(금호13),1607,청구어린이공원,어린이공원,388,1050,878,ok
534,왕십리자이(하왕1-5),1627,신당제11구역1(가칭),소공원,107,202,182,ok
594,마천대성,1766,거여6(거마재정비),소공원,172,212,217,ok
616,거여리본타운,1728,영풍,어린이공원,63,60,47,ok
611,문정공공원룸텔,1675,개나리,어린이공원,133,160,120,ok
610,송파래미안파인탑,1677,거북이,어린이공원,142,248,206,ok
618,잠실올림픽공원아이파크,1667,태양,근린공원,90,246,204,ok
628,문정역 마에스트로,1695,반딧불,어린이공원,192,313,236,ok
614,송파레미니스(1단지),1748,오금지구 수변공원,수변공원,197,300,257,ok
613,위례지구10블럭(위례포레샤인),1769,송례(위례 근린공원8호),근린공원,476,903,743,ok
599,장지10(송파파인타운10단지),1719,솔바람,어린이공원,175,348,291,ok
608,마천1(송파파크데일1단지),1687,도담,어린이공원,162,356,286,ok
607,장지1(송파파인타운1단지),1758,문정동136 어린이공원,어린이공원,127,201,152,ok
598,장지11(송파파인타운11단지),1700,버들,어린이공원,173,300,246,ok
622,위례포레샤인13단지(위례3블럭),1665,장지,근린공원,342,1021,871,ok
620,위례포레샤인18단지(위례13블럭),1698,배미골,어린이공원,451,671,600,ok
627,잠실센트럴파크(송파구 잠실동 187-10),1712,새마을,어린이공원,372,519,399,ok
596,오금현대백조(오금2),1674,가야금,어린이공원,84,208,163,ok
626,잠실엘타워(잠실동208-4외2필지),1712,새마을,어린이공원,202,250,191,ok
623,송파시그니처롯데캐슬(거여2-1),1718,섬굴,어린이공원,176,739,618,ok
615,송파레미니스 2단지(오금지구 2단지),1748,오금지구 수변공원,수변공원,172,328,253,ok
609,마천2(송파파크데일2단지),1739,초록,어린이공원,133,171,186,ok
605,장지2(송파파인타운2단지),1659,연화,근린공원,230,321,276,ok
619,거여2-2구역(e편한세상 송파 파크센트럴),1756,향유(거마재정비),근린공원,283,414,345,ok
621,풍납동269-28 행복주택(서울리츠2호),1723,아랫바람,어린이공원,218,353,294,ok
612,송파파크데일3단지(행복주택),1738,천상,어린이공원,119,236,181,ok
597,거여3,1698,배미골,어린이공원,55,175,153,ok
625,송파파크데일4단지(임대),1739,초록,어린이공원,77,213,183,ok
602,장지4(송파파인타운4단지),1664,장수,근린공원,130,207,181,ok
624,송파파크데일5단지(임대),1739,초록,어린이공원,72,148,137,ok
603,장지5(송파파인타운5단지),1719,솔바람,어린이공원,91,75,86,ok
595,거여6,1744,향나무,어린이공원,221,275,255,ok
604,장지6(송파파인타운6단지),1664,장수,근린공원,88,187,156,ok
600,장지7(송파파인타운7단지),1719,솔바람,어린이공원,63,60,74,ok
606,장지8(송파파인타운8단지),1719,솔바람,어린이공원,148,267,193,ok
601,장지9(송파파인타운9단지),1719,솔바람,어린이공원,92,163,127,ok
629,힐스테이트 e편한세상 문정,1767,문정동136 소공원,소공원,244,457,349,ok
779,남산타운(신당3),1608,충현어린이공원,어린이공원,440,1076,940,ok
779,남산타운(신당3),1610,늘푸른어린이공원,어린이공원,440,1076,940,ok
779,남산타운(신당3),1622,마루소공원,소공원,461,1231,1034,ok
779,남산타운(신당3),736,매봉,소공원,568,1151,875,ok
4,신사삼지래미안,243,명  주,근린공원,512,1139,1009,ok
4,신사삼지래미안,805,신사은행나무공원,어린이공원,569,679,550,ok
819,역세권 공공(강남구 삼성동 140-32외2),796,역삼나들이소공원,소공원,618,870,785,ok
819,역세권 공공(강남구 삼성동 140-32외2),880,개나리4차아파트소공원,소공원,627,902,767,ok
819,역세권 공공(강남구 삼성동 140-32외2),773,도성근린공원,근린공원,669,1017,878,ok
819,역세권 공공(강남구 삼성동 140-32외2),868,역삼미소공원,소공원,740,953,804,ok
819,역세권 공공(강남구 삼성동 140-32외2),774,송운근린공원,근린공원,777,1098,968,ok
819,역세권 공공(강남구 삼성동 140-32외2),782,학봉근린공원,근린공원,780,1313,1029,ok
4,신사삼지래미안,349,잠원성심,소공원,591,1143,1048,ok
4,신사삼지래미안,806,신사목련공원,어린이공원,631,733,592,ok
88,올림픽파크포레온,659,선린공원,어린이공원,776,831,646,ok
88,올림픽파크포레온,660,보람공원,어린이공원,793,730,566,ok
79,강동 리엔파크 11단지,648,벌말공원,근린공원,700,1216,965,ok
79,강동 리엔파크 11단지,650,강덕공원,근린공원,712,1196,912,ok
79,강동 리엔파크 11단지,645,꿈터공원,어린이공원,735,910,712,ok
76,고덕강일공공주택지구9단지(임대),645,꿈터공원,어린이공원,431,534,443,ok
168,봉천동아(봉천2-2),73,까치산,소공원,623,1124,889,ok
168,봉천동아(봉천2-2),31,새싹,어린이공원,678,1340,1053,ok
168,봉천동아(봉천2-2),30,중앙,어린이공원,763,1481,1147,ok
171,관악드림타운(봉천3),217,흐리목,소공원,525,1198,986,ok
171,관악드림타운(봉천3),15,은천,어린이공원,605,1259,1027,ok
171,관악드림타운(봉천3),1,상도근린공원,근린공원,642,1003,802,ok
171,관악드림타운(봉천3),17,국지,어린이공원,724,1077,902,ok
171,관악드림타운(봉천3),30,중앙,어린이공원,761,1243,1014,ok
171,관악드림타운(봉천3),31,새싹,어린이공원,762,1258,1026,ok
173,관악푸르지오(봉천7-2),205,개나리,어린이공원,607,1031,795,ok
173,관악푸르지오(봉천7-2),71,행운동,소공원,693,1027,791,ok
173,관악푸르지오(봉천7-2),73,까치산,소공원,720,1081,833,ok
262,상계마들,1549,초안산<시공원>,근린공원,520,1398,1225,ok
262,상계마들,1579,모랫,어린이공원,710,1172,1078,ok
262,상계마들,1552,월천근린공원,근린공원,720,1182,1086,ok
262,상계마들,1570,창골,어린이공원,750,1592,1380,ok
270,중계센트럴파크,1549,초안산<시공원>,근린공원,713,1485,1273,ok
271,수락리버타운(행복주택),1597,다락원체육공원,체육공원,679,996,798,ok
271,수락리버타운(행복주택),1583,무지개,어린이공원,682,1179,971,ok
824,"상계,장암1단지(수락산리버시티1단지)",1597,다락원체육공원,체육공원,475,1453,1133,ok
825,"상계,장암2단지(수락산리버시티2단지)",1597,다락원체육공원,체육공원,582,1422,1131,ok
265,"상계,장암3단지(수락산리버시티3단지)",1597,다락원체육공원,체육공원,732,1147,970,ok
265,"상계,장암3단지(수락산리버시티3단지)",1583,무지개,어린이공원,778,1325,1079,ok
266,"상계,장암4단지(수락산리버시티4단지)",1583,무지개,어린이공원,694,1284,1054,ok
266,"상계,장암4단지(수락산리버시티4단지)",1597,다락원체육공원,체육공원,786,1131,933,ok
371,더써밋 타워,182,사육신,역사공원,769,881,716,ok
371,더써밋 타워,209,태양,어린이공원,776,1277,979,ok
346,상도래미안1차(상도2),177,제비,어린이공원,657,1070,801,ok
346,상도래미안1차(상도2),220,영도,소공원,740,1165,935,ok
346,상도래미안1차(상도2),222,꽃담길,소공원,792,1263,1038,ok
344,사당신동아(사당5),211,희망,어린이공원,412,896,686,ok
344,사당신동아(사당5),226,새빛,소공원,478,736,612,ok
349,본동SH-ville(본동4),213,충효,소공원,361,907,726,ok
349,본동SH-ville(본동4),204,본동,어린이공원,421,776,648,ok
489,반포센트럴푸르지오써밋,236,명  달,근린공원,313,461,413,ok
515,하왕금호베스트빌(하왕1-3),701,무학봉,근린공원,0,0,0,onsite
531,신금호파크자이(금호13),733,금옥,소공원,460,1100,883,ok
531,신금호파크자이(금호13),1613,동화어린이공원,어린이공원,469,866,735,ok
531,신금호파크자이(금호13),1612,꿈누리어린이공원,어린이공원,529,924,758,ok
531,신금호파크자이(금호13),726,논골새싹,어린이공원,623,1058,885,ok
531,신금호파크자이(금호13),717,미소,어린이공원,666,1376,1092,ok
531,신금호파크자이(금호13),745,하왕1-5구역,소공원,675,1323,1100,ok
531,신금호파크자이(금호13),734,금남,소공원,698,981,774,ok
512,행당한진(금호1-6),722,도장골,소공원,0,0,0,onsite
529,왕십리텐즈힐2구역(왕십리뉴타운2),738,뉴타운2구역,기타,0,0,0,onsite
523,서울숲행당푸르지오(행당5),724,살구골,어린이공원,0,0,0,onsite
508,옥수극동그린(옥수5-2),166,한남공원,소공원,605,1618,1249,ok
508,옥수극동그린(옥수5-2),736,매봉,소공원,664,1308,1075,ok
508,옥수극동그린(옥수5-2),735,옥정,소공원,677,991,788,ok
509,옥수하이츠(옥수8),700,달맞이,근린공원,438,694,596,ok
543,동소문한진,1181,되너미,소공원,535,741,593,ok
579,래미안장위포레카운티(장위1구역),1165,맑은숲,어린이공원,652,764,628,ok
576,연극인맞춤형주택(성북동 186-12),1170,성북,근린공원,598,1178,964,ok
557,월곡2sh-ville(월곡2),1174,일신,어린이공원,347,634,552,ok
573,보문3구역(보문파크뷰자이),1192,숭인,근린공원,0,0,0,onsite
545,돈암풍림(돈암3-3),1167,매화,어린이공원,385,483,398,ok
567,희망하우징(정릉 380-3),1182,꿈빛,소공원,671,871,674,ok
567,희망하우징(정릉 380-3),1196,배밭골,어린이공원,734,824,662,ok
567,희망하우징(정릉 380-3),1163,솔숲,어린이공원,751,973,755,ok
617,송파헬리오시티(가락시영),1757,가락1(시영아파트),어린이공원,0,0,0,onsite
613,위례지구10블럭(위례포레샤인),1700,버들,어린이공원,505,1041,904,ok
613,위례지구10블럭(위례포레샤인),1719,솔바람,어린이공원,755,1512,1277,ok
622,위례포레샤인13단지(위례3블럭),1758,문정동136 어린이공원,어린이공원,558,847,758,ok
622,위례포레샤인13단지(위례3블럭),1753,위례 근린공원1호,근린공원,571,764,657,ok
639,수명산롯데캐슬,462,당뒤,어린이공원,399,466,338,ok
651,신정4지구보금자리주택(신정숲속마을),497,신정3동소공원,소공원,0,0,0,onsite
756,초행지붕-신사,1152,신사동2동 공공공지,기타공원,485,588,495,ok
749,힐스테이트녹번역(응암1),1124,은평마루소공원,소공원,252,442,365,ok
730,"구파발10-3단지(은평3-5,임대)",1095,물 푸 레,근린공원,490,728,590,ok
698,수색대림(수색2-1),1056,시루메어린이공원,어린이공원,609,2138,1712,ok
698,수색대림(수색2-1),1121,수색4구역 소공원,소공원,791,1127,924,ok
758,초행지붕_신사동 300-56 행복주택(빈집정비),1077,개나리어린이공원,근린공원,451,1042,843,ok
758,초행지붕_신사동 300-56 행복주택(빈집정비),1152,신사동2동 공공공지,기타공원,452,521,440,ok
718,"마고정3-1단지(은평2-11,임대)",1105,우물골,근린공원,451,599,526,ok
721,"폭포동4-1단지(은평3-10,임대)",1105,우물골,근린공원,630,918,759,ok
721,"폭포동4-1단지(은평3-10,임대)",1072,시내어린이공원,어린이공원,767,1222,932,ok
721,"폭포동4-1단지(은평3-10,임대)",1125,금암문화공원 (은평뉴타운제1호문화공원),주제공원,785,1203,927,ok
721,"폭포동4-1단지(은평3-10,임대)",1071,새장골어린이공원,어린이공원,799,1362,1032,ok
762,DMC SK뷰 아이파크포레(수색13),1538,가온문화공원,문화공원,754,1873,1573,ok
318,휘경마을 두레주택,929,내길,소공원,585,819,646,ok
318,휘경마을 두레주택,930,진달래,어린이공원,684,1129,967,ok
318,휘경마을 두레주택,916,아름,어린이공원,724,1598,1229,ok
318,휘경마을 두레주택,926,작은언덕,소공원,724,1041,895,ok
318,휘경마을 두레주택,924,휘봉,어린이공원,725,1591,1223,ok
318,휘경마을 두레주택,911,배봉산,근린공원,782,1272,1081,ok
318,휘경마을 두레주택,927,아름드리,어린이공원,793,1907,1466,ok
339,이문 아이파크 자이,908,천장,어린이공원,780,962,759,ok
335,래미안라그란데(이문1구역),1204,도란도란,소공원,745,911,737,ok
295,이문현대(이문1),1026,세  화,어린이공원,437,825,691,ok
295,이문현대(이문1),1204,도란도란,소공원,604,1009,938,ok
295,이문현대(이문1),1203,돌이음,소공원,706,1169,987,ok
295,이문현대(이문1),1022,봉  화,어린이공원,738,1078,911,ok
295,이문현대(이문1),1024,초  롱,어린이공원,750,1255,993,ok
298,제기한신(제기2),893,청량,근린공원,730,1050,843,ok
298,제기한신(제기2),919,방아다리,어린이공원,739,917,763,ok
291,청량리한신(청량리4),926,작은언덕,소공원,601,947,718,ok
432,돈의문센트레빌(서대문센트레빌),1231,솔빛공원,소공원,712,1024,821,ok
432,돈의문센트레빌(서대문센트레빌),1232,소담공원,소공원,723,1177,984,ok
432,돈의문센트레빌(서대문센트레빌),1230,달바위공원,소공원,755,1137,931,ok
432,돈의문센트레빌(서대문센트레빌),1217,월암공원,근린공원,785,1151,960,ok
